id,canonical_name,property_type_std,district_normalized,district,cluster_area,address_road,lat,lng,status_std,room_count,entity_id,hongdae_zone,phone,license_date,property_type_raw,raw_status,raw_status_detail,raw_x,raw_y,source_priority,name_eng,floors_above,floors_below,building_area
703,강남,motel_or_lodging,중구,중구,명동권,서울특별시 중구 회현동1가 95-0번지,,,closed,,671,,02   00000,1968-06-05,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
704,세운,motel_or_lodging,중구,중구,,서울특별시 중구 산림동 120-0번지,,,closed,,672,,02   00000,1968-08-01,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
705,가빈장,motel_or_lodging,중구,중구,,서울특별시 중구 충정로1가 74-0번지,,,closed,,673,,02   00000,1968-08-03,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
706,대양장여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로44길 24-15 (광희동1가),37.565082,127.003127,closed,,674,,0222655853,1968-08-29,일반숙박업,폐업,폐업,200462.029471208,451422.221083503,seoul_open_data,,,,
707,삼성,motel_or_lodging,중구,중구,,서울특별시 중구 쌍림동 248-1번지,,,closed,,675,,0200000000,1968-11-11,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
708,동원여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 퇴계로12길 45-1 (회현동1가),37.557657,126.97882,active,,676,,02 7531251,1968-01-10,일반숙박업,영업/정상,영업,198314.290747828,450598.297214421,seoul_open_data,,,,
709,호텔 마흐리트,motel_or_lodging,중구,중구,,서울특별시 중구 퇴계로24길 12 (남산동3가),37.560418,126.984318,active,,677,,02 7555437,1968-03-12,일반숙박업,영업/정상,영업,198800.126713446,450904.68288488,seoul_open_data,,,,
710,유성장여관,motel_or_lodging,중구,중구,,서울특별시 중구 신당동 294-36번지,,,closed,,678,,0222346443,1968-11-08,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
711,성지여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 회현동1가 86-1번지,,,closed,,679,,02 7539433,1968-05-15,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
712,삼원,motel_or_lodging,중구,중구,,서울특별시 중구 신당동 291-50번지,,,closed,,680,,02   00000,1968-10-02,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
713,쌍성,motel_or_lodging,중구,중구,,서울특별시 중구 신당동 349-110번지,,,closed,,681,,0200000000,1968-12-16,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
714,미선여관,motel_or_lodging,중구,중구,,서울특별시 중구 동호로12길 115-1 (신당동),37.560308,127.009606,closed,,682,,02  22372960,1968-06-14,일반숙박업,폐업,폐업,201034.425606164,450892.421419937,seoul_open_data,,,,
715,대한장 모텔,motel_or_lodging,중구,중구,,서울특별시 중구 퇴계로 210-27 (필동2가),37.560795,126.992246,closed,,683,,0222732981,1968-08-03,일반숙박업,폐업,폐업,199500.602943808,450946.475856685,seoul_open_data,,,,
716,세종호텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 퇴계로 145 (충무로2가),37.561467,126.985067,active,,684,,02  37059171,1968-08-16,일반숙박업,영업/정상,영업,198866.36491721,451021.050960516,seoul_open_data,,,,
717,대웅,motel_or_lodging,중구,중구,명동권,서울특별시 중구 남대문로5가 219-0번지,,,closed,,685,,02   00000,1969-05-03,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
718,명덕,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로7가 87-0번지,,,closed,,686,,02   00000,1969-10-16,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
719,진일,motel_or_lodging,중구,중구,,서울특별시 중구 순화동 37-1번지,,,closed,,687,,0200000000,1969-03-25,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
720,삼보,motel_or_lodging,중구,중구,,서울특별시 중구 신당동 296-2번지,,,closed,,688,,0200000000,1969-04-14,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
721,온천장,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로7가 101-0번지,,,closed,,689,,0200000000,1969-01-24,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
722,꿈에그린,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로3가 322-5번지,37.565626,126.987697,closed,,690,,0222663235,1969-02-20,일반숙박업,폐업,폐업,199098.767411791,451482.627559173,seoul_open_data,,,,
723,올리브여관,motel_or_lodging,중구,중구,,서울특별시 중구 퇴계로76길 33 (무학동),37.56365,127.01249,closed,,691,,,1969-12-06,일반숙박업,폐업,폐업,201289.267083852,451263.353447971,seoul_open_data,,,,
724,(주)뉴서울호텔,motel_or_lodging,중구,중구,,서울특별시 중구 세종대로22길 16 (태평로1가),37.567988,126.975271,active,,692,,027358800,1969-10-14,일반숙박업,영업/정상,영업,198000.967176821,451745.025547093,seoul_open_data,,,,
725,서울프린스호텔,motel_or_lodging,중구,중구,,서울특별시 중구 퇴계로 130 (남산동2가),37.560673,126.983386,active,,54,,02 7527111,1969-04-15,일반숙박업,영업/정상,영업,198717.824491651,450932.964839778,seoul_open_data,,,,
726,풍전,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로4가 245-6번지,,,closed,,693,,02   00000,1970-01-28,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
727,KW호스텔 명동,motel_or_lodging,중구,중구,명동권,서울특별시 중구 수표로 3-8 (충무로2가),37.561603,126.987096,closed,,694,,,1970-09-28,일반숙박업,폐업,폐업,199045.57179756,451036.179210288,seoul_open_data,,,,
728,S(에스)모텔,motel_or_lodging,중구,중구,,서울특별시 중구 다산로42나길 53-1 (신당동),37.562018,127.014669,active,,695,,0222526737,1970-06-11,일반숙박업,영업/정상,영업,201481.773150246,451082.312562829,seoul_open_data,,,,
729,코리아,motel_or_lodging,중구,중구,,서울특별시 중구 주교동 96-1번지,,,closed,,696,,0200000000,1970-09-12,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
730,마이더스여관,motel_or_lodging,중구,중구,,서울특별시 중구 퇴계로 439-4 (황학동),37.565909,127.017891,active,,697,,02  22336070,1970-12-26,일반숙박업,영업/정상,영업,201766.354547281,451514.194415934,seoul_open_data,,,,
731,오리온장,motel_or_lodging,중구,중구,명동권,서울특별시 중구 회현동2가 10-14번지,,,closed,,698,,0200000000,1970-01-13,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
732,(주)조선호텔앤리조트,motel_or_lodging,중구,중구,,서울특별시 중구 소공로 106 (소공동),37.564438,126.977209,active,,56,,027710500,1970-03-05,일반숙박업,영업/정상,영업,198172.151119488,451350.969223428,seoul_open_data,,,,
733,남산파크호텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 회현동2가 72-8번지,,,closed,,699,,02 7797941,1970-10-01,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
734,호텔 피제이 명동,motel_or_lodging,중구,중구,,"서울특별시 중구 마른내로 71 (인현동2가,외2)",37.564812,126.99281,active,,700,,02  22807000,1970-06-25,일반숙박업,영업/정상,영업,199550.506270874,451392.219693582,seoul_open_data,,,,
735,(주)서울렉스호텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 퇴계로10길 23 (회현동1가),37.558677,126.978089,active,,57,,027523191,1970-01-12,일반숙박업,영업/정상,영업,198249.758791197,450711.482993526,seoul_open_data,,,,
736,은성여관,motel_or_lodging,중구,중구,,서울특별시 중구 퇴계로80길 13-9 (신당동),37.564768,127.015528,active,,701,,02  22311898,1970-12-17,일반숙박업,영업/정상,영업,201557.653847,451387.551983501,seoul_open_data,,,,
737,월성,motel_or_lodging,중구,중구,명동권,서울특별시 중구 남대문로5가 737-0번지,,,closed,,702,,02   00000,1971-08-11,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
738,개성,motel_or_lodging,중구,중구,,서울특별시 중구 오장동 206-34번지,,,closed,,703,,02   00000,1971-08-01,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
739,대창,motel_or_lodging,중구,중구,,서울특별시 중구 초동 49-8번지,,,closed,,704,,02   00000,1971-06-04,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
740,남산,motel_or_lodging,중구,중구,명동권,서울특별시 중구 남대문로5가 716-0번지,,,closed,,705,,02   00000,1971-09-13,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
741,대일여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로2가 148-29번지 56,,,closed,,706,,0222660997,1971-09-29,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
742,대영호텔,motel_or_lodging,중구,중구,명동권,"서울특별시 중구 퇴계로10길 20-8, 4층 (회현동1가)",37.55837,126.977408,active,,707,,02  777 7455,1971-05-21,일반숙박업,영업/정상,영업,198189.576573592,450677.440130558,seoul_open_data,,,,
743,러브,motel_or_lodging,중구,중구,명동권,서울특별시 중구 퇴계로8길 10 (회현동1가),37.558902,126.976958,closed,,708,,02  775 1558,1971-03-12,일반숙박업,폐업,폐업,198149.837723773,450736.472534574,seoul_open_data,,,,
744,대림여관,motel_or_lodging,중구,중구,,서울특별시 중구 다동 155-0번지,,,closed,,709,,0207562333,1971-01-22,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
745,태성,motel_or_lodging,중구,중구,,서울특별시 중구 신당동 390-11번지,,,closed,,710,,0200000000,1971-12-30,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
746,신도장,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로6가 18-111번지,,,closed,,711,,0200000000,1971-07-10,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
747,세포장모텔,motel_or_lodging,중구,중구,,서울특별시 중구 다산로 58 (신당동),37.549615,127.004868,active,,712,,0222344127,1971-12-31,일반숙박업,영업/정상,영업,200615.946172165,449705.528993868,seoul_open_data,,,,
748,우일,motel_or_lodging,중구,중구,,서울특별시 중구 무학동 59-2번지,,,closed,,713,,02 7223069,1971-08-06,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
749,제일,motel_or_lodging,중구,중구,명동권,서울특별시 중구 남대문로5가 684-0번지,,,closed,,714,,0200000000,1972-02-19,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
750,하동장,motel_or_lodging,중구,중구,,서울특별시 중구 남창동 205-125번지,,,closed,,715,,02 7553498,1972-11-29,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
751,신신,motel_or_lodging,중구,중구,,서울특별시 중구 북창동 93-43번지,,,closed,,716,,02   00000,1972-07-20,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
752,평화,motel_or_lodging,중구,중구,명동권,서울특별시 중구 회현동1가 196-4번지,,,closed,,717,,02   00000,1972-10-23,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
753,(주)코리아나호텔,motel_or_lodging,중구,중구,,서울특별시 중구 세종대로 135 (태평로1가),37.568302,126.973756,active,,718,,21717000,1972-01-13,일반숙박업,영업/정상,영업,197867.156641113,451779.880897566,seoul_open_data,,,,
754,천일,motel_or_lodging,중구,중구,,서울특별시 중구 중림동 62-0번지,,,closed,,719,,02   00000,1973-07-19,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
755,상춘,motel_or_lodging,중구,중구,,서울특별시 중구 다동 32-1번지,,,closed,,720,,02   00000,1973-01-22,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
756,동양,motel_or_lodging,중구,중구,,서울특별시 중구 순화동 34-1번지,,,closed,,721,,02   00000,1973-04-03,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
757,동명,motel_or_lodging,중구,중구,,서울특별시 중구 신당동 251-113번지,,,closed,,722,,02   00000,1973-06-28,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
758,미니,motel_or_lodging,중구,중구,명동권,서울특별시 중구 충무로3가 51-8번지,,,closed,,723,,02   00000,1973-12-19,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
759,양지,motel_or_lodging,중구,중구,,서울특별시 중구 광희동1가 182-20번지,,,closed,,724,,02   00000,1973-05-31,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
760,뉴산장여관,motel_or_lodging,중구,중구,,서울특별시 중구 남학동 24-1번지 9통1반,37.560534,126.987583,closed,,725,,0222673632,1973-08-23,일반숙박업,폐업,폐업,199088.649110245,450917.454613828,seoul_open_data,,,,
761,청구여관,motel_or_lodging,중구,중구,,서울특별시 중구 신당동 340-8번지,37.557309,127.009431,closed,,726,,0222343750,1973-08-16,일반숙박업,폐업,폐업,201019.018198504,450559.544441353,seoul_open_data,,,,
762,승리,motel_or_lodging,중구,중구,,서울특별시 중구 광희동1가 84-0번지,,,closed,,727,,0200000000,1973-12-17,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
763,초원,motel_or_lodging,중구,중구,,서울특별시 중구 장충동2가 189-25번지,,,closed,,728,,0200000000,1973-05-24,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
764,동신장,motel_or_lodging,중구,중구,,서울특별시 중구 남산동1가 6-3번지,,,closed,,729,,0200000000,1973-10-27,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
765,힐하우스 호텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 소공로3길 42 (회현동1가),37.556808,126.979074,active,,730,,02  777 8135,1973-06-27,일반숙박업,영업/정상,영업,198336.733464827,450504.104227593,seoul_open_data,,,,
766,명동7호텔,motel_or_lodging,중구,중구,,서울특별시 중구 소공로6길 13-8 (남산동1가),37.558901,126.981103,closed,,731,,070 82868111,1965-12-16,일반숙박업,폐업,폐업,198516.074131214,450736.360818185,seoul_open_data,,,,
767,호텔 아띠,motel_or_lodging,중구,중구,,"서울특별시 중구 서애로 22-1 (필동3가, 5층)",37.560642,126.994292,closed,,732,,0222790131,1973-12-05,일반숙박업,폐업,폐업,199681.397289655,450929.43852001,seoul_open_data,,,,
768,에비뉴모텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로44길 24-4 (광희동1가),37.565137,127.00334,active,,733,,0222653480,1973-10-01,일반숙박업,영업/정상,영업,200480.793980973,451428.29951042,seoul_open_data,,,,
769,프레지던트호텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로 16 (을지로1가),37.56563,126.976544,active,,53,,7533131,1973-01-08,일반숙박업,영업/정상,영업,198113.370663648,451483.299976911,seoul_open_data,,,,
770,라라스테이 2호점,motel_or_lodging,중구,중구,,서울특별시 중구 만리재로35길 46-14 (만리동1가),37.556905,126.964936,active,,734,,02 3647077,1973-02-22,일반숙박업,영업/정상,영업,197087.48042135,450515.205437652,seoul_open_data,,,,
771,부원,motel_or_lodging,중구,중구,명동권,서울특별시 중구 회현동1가 178-0번지,,,closed,,735,,02   00000,1974-09-07,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
772,명성,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로5가 125-0번지,,,closed,,736,,02   00000,1974-10-08,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
773,명신,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로6가 18-106번지,,,closed,,737,,02   00000,1974-10-30,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
774,은성여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 충무로5길 3 (초동),37.565048,126.989539,closed,,738,,0222670131,1974-04-10,일반숙박업,폐업,폐업,199261.516922674,451418.440260687,seoul_open_data,,,,
775,중림여관,motel_or_lodging,중구,중구,,서울특별시 중구 수하동 27-1번지,,,closed,,739,,02 7765118,1974-05-09,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
776,덕성여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로3가 225-1번지,,,closed,,740,,0222854130,1974-10-08,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
777,쌍용장여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로3가 322-4번지,,,closed,,741,,0222662951,1974-12-20,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
778,트래블러스 A 코리아 호스텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로27길 31-2 (주교동),37.568374,126.996015,active,,742,,0222652156,1974-09-27,일반숙박업,영업/정상,영업,199833.666717402,451787.626808869,seoul_open_data,,,,
779,뉴천지호텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로38길 20 (을지로5가),37.565884,127.000456,active,,743,,0222656131,1974-03-30,일반숙박업,영업/정상,영업,200225.983119633,451511.262755282,seoul_open_data,,,,
780,럭키장여관,motel_or_lodging,중구,중구,,서울특별시 중구 마른내로2길 15-10 (초동),37.563573,126.989464,active,,744,,0222794004,1974-09-20,일반숙박업,영업/정상,영업,199254.839043035,451254.718567877,seoul_open_data,,,,
781,대우모텔,motel_or_lodging,중구,중구,,서울특별시 중구 세종대로14길 22-2 (북창동),37.562739,126.974999,active,,745,,02 7558067,1975-08-13,일반숙박업,영업/정상,영업,197976.851495945,451162.428043554,seoul_open_data,,,,
782,퍼시픽호텔,motel_or_lodging,중구,중구,,서울특별시 중구 퇴계로20길 2 (남산동2가),37.559726,126.982552,active,,61,,02777 7811,1975-01-27,일반숙박업,영업/정상,영업,198644.069040474,450827.86176286,seoul_open_data,,,,
783,부산장,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로2가 28-2번지,,,closed,,746,,02   00000,1976-12-18,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
784,대영장여관,motel_or_lodging,중구,중구,,서울특별시 중구 만리재로35길 46-3 (중림동),37.557202,126.965108,active,,747,,02 3921082,1976-01-31,일반숙박업,영업/정상,영업,197102.760762166,450548.204260924,seoul_open_data,,,,
785,장춘여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 회현동1가 29-2번지,,,closed,,748,,02 7556101,1976-02-11,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
786,동해온천장여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 명동2가 4-2번지,,,closed,,749,,02 7776911,1976-09-09,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
787,신성,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로4가 310-1번지,,,closed,,750,,0222661151,1976-10-07,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
788,대림,motel_or_lodging,중구,중구,,서울특별시 중구 마장로18길 38 (황학동),37.566198,127.020077,active,,751,,0222382943,1976-02-09,일반숙박업,영업/정상,영업,201959.495784099,451546.265336951,seoul_open_data,,,,
789,송림여관,motel_or_lodging,중구,중구,,서울특별시 중구 황학동 371-10번지,37.566403,127.01578,closed,,752,,0222389881,1976-08-31,일반숙박업,폐업,폐업,201579.833455985,451568.996219201,seoul_open_data,,,,
790,대림,motel_or_lodging,중구,중구,,서울특별시 중구 산림동 25-0번지,,,closed,,753,,0200000000,1976-02-11,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
791,유성장,motel_or_lodging,중구,중구,,서울특별시 중구 광희동1가 130-0번지,,,closed,,754,,0222733438,1976-12-27,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
792,크리스티,motel_or_lodging,중구,중구,,서울특별시 중구 난계로11길 13 (황학동),37.565964,127.019788,active,,755,,0222328907,1976-09-29,일반숙박업,영업/정상,영업,201933.988731333,451520.369730546,seoul_open_data,,,,
793,플라자호텔,motel_or_lodging,중구,중구,,서울특별시 중구 소공로 119 (태평로2가),37.56467,126.975023,active,,62,,3107399,1976-09-22,일반숙박업,영업/정상,영업,197979.021229862,451376.783371586,seoul_open_data,,,,
794,해동,motel_or_lodging,중구,중구,,서울특별시 중구 중림동 130-0번지,,,closed,,756,,0200000000,1977-02-10,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
795,금성장여관,motel_or_lodging,중구,중구,,서울특별시 중구 광희동2가 42-0번지,,,closed,,757,,0222737375,1977-07-21,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
796,을림장,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로6가 18-51번지,,,closed,,758,,0222760611,1977-01-31,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
797,뉴국제호텔,motel_or_lodging,중구,중구,,서울특별시 중구 세종대로22길 12 (태평로1가),37.568052,126.97496,closed,,63,,02 7320161,1977-12-30,일반숙박업,폐업,폐업,197973.500879896,451752.130809347,seoul_open_data,,,,
798,명동,motel_or_lodging,중구,중구,,서울특별시 중구 저동1가 7-3번지,,,closed,,759,,02   00000,1978-03-27,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
799,보성,motel_or_lodging,중구,중구,,서울특별시 중구 저동2가 46-20번지,,,closed,,760,,02   00000,1978-01-20,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
800,화성,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로6가 18-44번지,,,closed,,761,,02   00000,1978-05-01,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
801,우신,motel_or_lodging,중구,중구,,서울특별시 중구 인현동2가 181-5번지,,,closed,,762,,0200000000,1978-11-13,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
802,동원,motel_or_lodging,중구,중구,,서울특별시 중구 인현동1가 133-3번지,,,closed,,763,,02   00000,1979-05-01,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
803,모텔 비,motel_or_lodging,중구,중구,,서울특별시 중구 새문안로 28-1 (충정로1가),37.567691,126.966036,closed,,764,,02 7347725,1979-05-18,일반숙박업,폐업,폐업,197185.124909172,451712.260265798,seoul_open_data,,,,
804,대원장,motel_or_lodging,중구,중구,,서울특별시 중구 오장동 69-23번지,,,closed,,765,,02   00000,1980-01-24,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
805,금수장,motel_or_lodging,중구,중구,,서울특별시 중구 황학동 366-0번지,,,closed,,766,,02   00000,1980-06-12,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
806,스카라,motel_or_lodging,중구,중구,,서울특별시 중구 초동 37-1번지,,,closed,,767,,02   00000,1980-06-12,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
807,호텔 라온,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로44길 23 (광희동1가),37.564987,127.00369,active,,768,,0222855657,1981-03-21,일반숙박업,영업/정상,영업,200511.769995529,451411.725370173,seoul_open_data,,,,
808,삼정여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 세종대로2길 11 (남대문로5가),,,active,,769,,02 7554932,1981-04-02,일반숙박업,영업/정상,영업,,,seoul_open_data,,,,
809,호텔 시에프,motel_or_lodging,중구,중구,명동권,서울특별시 중구 퇴계로37길 22 (충무로4가),37.562193,126.990823,active,,770,,0222726186,1981-12-05,일반숙박업,영업/정상,영업,199374.944539893,451101.622611355,seoul_open_data,,,,
810,허브모텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로41길 8 (을지로6가),37.566759,127.003408,active,,771,,0222723443,1981-12-15,일반숙박업,영업/정상,영업,200486.796909373,451608.330251282,seoul_open_data,,,,
811,광평,motel_or_lodging,중구,중구,,서울특별시 중구 다동 123-1번지,,,closed,,772,,0200000000,1982-01-07,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
812,하마장,motel_or_lodging,중구,중구,명동권,서울특별시 중구 충무로3가 30-14번지,,,closed,,773,,02   00000,1982-09-28,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
813,석화,motel_or_lodging,중구,중구,,서울특별시 중구 산림동 293-1번지,,,closed,,774,,0200000000,1982-12-03,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
814,동화,motel_or_lodging,중구,중구,,서울특별시 중구 무학동 33-0번지,,,closed,,775,,0222345558,1982-04-01,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
815,호해,motel_or_lodging,중구,중구,,서울특별시 중구 황학동 1591-3번지,,,closed,,776,,02   00000,1982-04-13,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
816,광희장,motel_or_lodging,중구,중구,,서울특별시 중구 광희동1가 8-1번지,,,closed,,777,,02   00000,1982-12-27,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
817,크리스티2,motel_or_lodging,중구,중구,,서울특별시 중구 퇴계로 449-17 (황학동),37.566041,127.019563,active,,778,,22526944,1982-09-01,일반숙박업,영업/정상,영업,201914.067926656,451528.826422884,seoul_open_data,,,,
818,아라 게스트하우스,motel_or_lodging,중구,중구,명동권,서울특별시 중구 남대문로1길 26-11 (북창동),37.562343,126.975089,active,,779,,02 7535507,1983-07-06,일반숙박업,영업/정상,영업,197984.739879164,451118.48595182,seoul_open_data,,,,
819,한도,motel_or_lodging,중구,중구,,서울특별시 중구 황학동 123-0번지,,,closed,,780,,0200000000,1983-10-17,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
820,덕원장여관,motel_or_lodging,중구,중구,,서울특별시 중구 청파로 435-10 (중림동),37.5586,126.965794,closed,,781,,07089670671,1983-10-17,일반숙박업,폐업,폐업,197163.393907302,450703.284494795,seoul_open_data,,,,
821,백조장,motel_or_lodging,중구,중구,,서울특별시 중구 신당동 432-2241번지,37.549084,127.004303,closed,,782,,0222320545,1983-04-20,일반숙박업,폐업,폐업,200566.002333316,449646.639622415,seoul_open_data,,,,
822,앰배서더 서울 풀만 호텔,motel_or_lodging,중구,중구,,서울특별시 중구 동호로 287 (장충동2가),37.56018,126.999505,active,,60,,22703187,1983-04-01,일반숙박업,영업/정상,영업,200141.998469463,450878.102981055,seoul_open_data,,,,
823,청계여관,motel_or_lodging,중구,중구,,서울특별시 중구 입정동 97-1번지,37.567418,126.990625,closed,,783,,0222790121,1983-10-27,일반숙박업,폐업,폐업,199357.480701229,451681.514265058,seoul_open_data,,,,
824,J모텔,motel_or_lodging,중구,중구,,서울특별시 중구 동호로 196 (신당동),37.555658,127.007482,active,,784,,0222387717,1983-09-24,일반숙박업,영업/정상,영업,200846.83783516,450376.322126299,seoul_open_data,,,,
825,귀빈장여관,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로7가 112-1번지,,,closed,,785,,0222675266,1983-11-22,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
826,밀레니엄 힐튼 서울,motel_or_lodging,중구,중구,명동권,서울특별시 중구 소월로 50 (남대문로5가),37.555307,126.972576,closed,,786,,02 3173306,1983-09-16,일반숙박업,폐업,폐업,197762.501510022,450337.580626313,seoul_open_data,,,,
827,반얀트리 클럽앤스파 서울,motel_or_lodging,중구,중구,,서울특별시 중구 장충단로 60 (장충동2가),37.550554,127.000085,active,,69,,0222508045,1983-01-06,일반숙박업,영업/정상,영업,200193.232424569,449809.744684888,seoul_open_data,,,,
828,스카이모텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로6가 18-73번지,,,closed,,787,,0222856784,1984-05-15,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
829,서울로얄호텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 명동길 61 (명동1가),37.564315,126.982754,active,,788,,0221295711,1984-05-21,일반숙박업,영업/정상,영업,198662.073220851,451337.206272624,seoul_open_data,,,,
830,대화,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로6가 18-21번지,,,closed,,789,,0202659181,1984-10-23,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
831,레드모텔,motel_or_lodging,중구,중구,명동권,서울특별시 중구 을지로42길 7 (광희동1가),37.565828,127.002994,active,,790,,0222654177,1986-01-11,일반숙박업,영업/정상,영업,200450.194340732,451505.022952283,seoul_open_data,,,,
832,남양장,motel_or_lodging,중구,중구,,서울특별시 중구 신당동 292-146번지,,,closed,,791,,0200000000,1986-06-16,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
833,풍진장,motel_or_lodging,중구,중구,,서울특별시 중구 신당동 120-5번지,,,closed,,792,,0222357600,1986-12-13,일반숙박업,폐업,폐업,,,seoul_open_data,,,,
