canonical_name,address_road,cnt,phone,lat_fixed,lng_fixed
,,2,,37.5629,126.9828
,,3,,37.5629,126.9894
,,3,,37.5629,126.9946
,,4,,37.5630,126.9215
,,2,,37.5630,126.9275
,,2,,37.5630,126.9577
,,3,,37.5630,126.9793
,,2,,37.5631,126.9211
,,2,,37.5631,126.9755
,,2,,37.5631,127.0027
,,3,,37.5632,126.9220
,,2,,37.5632,126.9752
,,2,,37.5632,126.9811
,,2,,37.5632,126.9829
,,2,,37.5633,126.9899
,,2,,37.5634,126.9876
,,5,,37.5634,126.9905
,,2,,37.5635,126.9215
,,2,,37.5635,127.0064
,,2,,37.5636,127.0057
,,3,,37.5636,127.0068
,,2,,37.5637,126.9160
,,2,,37.5637,126.9821
,,2,,37.5637,127.0028
,,2,,37.5637,127.0039
,,5,,37.5637,127.0059
,,2,,37.5637,127.0069
,,2,,37.5638,126.9219
,,2,,37.5638,126.9725
,,3,,37.5638,126.9771
,,4,,37.5638,126.9779
,,3,,37.5638,126.9985
,,2,,37.5638,127.0012
,,2,,37.5638,127.0044
,,3,,37.5638,127.0069
,,2,,37.5638,127.0115
,,3,,37.5639,126.9172
,,2,,37.5639,126.9727
,,2,,37.5639,126.9979
,,2,,37.5639,126.9987
,,3,,37.5640,126.9106
,,3,,37.5640,127.0062
,,2,,37.5640,127.0065
,,4,,37.5640,127.0069
,,2,,37.5640,127.0075
,,2,,37.5640,127.0117
,,2,,37.5641,126.9895
,,2,,37.5641,126.9970
,,2,,37.5641,126.9977
,,4,,37.5641,127.0055
,,2,,37.5641,127.0058
,,2,,37.5641,127.0124
,,2,,37.5642,126.9513
,,2,,37.5642,126.9802
,,6,,37.5642,126.9825
,,2,,37.5642,126.9904
,,2,,37.5642,126.9958
,,2,,37.5642,126.9992
,,2,,37.5642,127.0066
,,2,,37.5643,126.9522
,,2,,37.5643,126.9828
,,2,,37.5643,126.9880
,,2,,37.5643,127.0067
,,2,,37.5644,126.9772
,,2,,37.5644,126.9811
,,2,,37.5644,126.9911
,,2,,37.5645,127.0050
,,2,,37.5645,127.0052
,,2,,37.5645,127.0088
,,2,,37.5646,126.9221
,,2,,37.5646,126.9798
,,2,,37.5646,126.9803
,,2,,37.5646,126.9823
,,2,,37.5646,127.0016
,,2,,37.5646,127.0047
,,2,,37.5647,126.9734
,,2,,37.5647,126.9750
,,2,,37.5647,126.9810
,,2,,37.5647,127.0049
,,2,,37.5647,127.0061
,,2,,37.5647,127.0230
,,2,,37.5648,126.9782
,,3,,37.5648,126.9816
,,2,,37.5648,126.9928
,,2,,37.5648,126.9993
,,2,,37.5648,127.0062
,,2,,37.5648,127.0069
,,2,,37.5648,127.0155
,,2,,37.5649,126.9822
,,2,,37.5649,127.0041
,,2,,37.5650,126.9248
,,2,,37.5650,126.9895
,,3,,37.5650,126.9992
,,2,,37.5651,126.9808
,,2,,37.5651,127.0065
,,2,,37.5652,126.9187
,,2,,37.5652,126.9639
,,2,,37.5652,127.0040
,,2,,37.5652,127.0062
,,2,,37.5652,127.0066
,,2,,37.5653,126.9998
,,2,,37.5653,127.0162
,,2,,37.5654,127.0003
,,2,,37.5654,127.0059
,,6,,37.5654,127.0062
,,2,,37.5655,126.9182
,,2,,37.5656,126.9765
,,2,,37.5656,126.9865
,,2,,37.5656,126.9998
,,2,,37.5659,127.0005
,,2,,37.5659,127.0130
,,2,,37.5660,126.9902
,,4,,37.5660,126.9997
,,2,,37.5661,126.9906
,,2,,37.5661,127.0165
,,2,,37.5662,126.9062
,,2,,37.5662,126.9911
,,2,,37.5662,126.9934
,,2,,37.5662,126.9991
,,4,,37.5663,127.0015
,,2,,37.5664,126.9990
,,2,,37.5664,127.0158
,,2,,37.5665,126.9239
,,2,,37.5665,126.9998
,,3,,37.5665,127.0037
,,2,,37.5666,126.9865
,,2,,37.5666,127.0000
,,2,,37.5666,127.0198
,,2,,37.5667,126.9204
,,2,,37.5667,126.9872
,,2,,37.5667,127.0185
,,2,,37.5668,126.9197
,,2,,37.5669,126.9852
,,2,,37.5669,126.9921
,,4,,37.5669,126.9947
,,4,,37.5669,127.0153
,,2,,37.5669,127.0182
,,2,,37.5670,126.9885
,,2,,37.5672,126.9974
,,2,,37.5674,126.9990
,,2,,37.5674,127.0046
,,3,,37.5675,126.9925
,,4,,37.5677,126.9782
,,4,,37.5679,126.9283
,,3,,37.5679,126.9566
,,2,,37.5680,126.9753
,,3,,37.5681,126.9942
,,2,,37.5681,126.9954
,,4,,37.5683,126.9738
,,2,,37.5684,126.9960
,,2,,37.5685,126.9855
,,2,,37.5685,127.0085
,,2,,37.5686,126.9953
,,4,,37.5686,127.0048
,,2,,37.5687,126.9259
,,2,,37.5687,126.9837
,,2,,37.5687,126.9857
,,2,,37.5687,126.9879
,,2,,37.5688,126.9900
,,2,,37.5690,126.9814
,,2,,37.5690,126.9830
,,3,,37.5690,126.9891
,,2,,37.5690,126.9983
,,2,,37.5691,126.9818
,,2,,37.5691,126.9821
,,3,,37.5691,126.9831
,,2,,37.5691,126.9836
,,3,,37.5691,126.9842
,,2,,37.5691,126.9881
,,2,,37.5692,126.9573
,,2,,37.5692,127.0202
,,2,,37.5693,126.9134
,,2,,37.5693,126.9224
,,3,,37.5693,126.9817
,,2,,37.5693,126.9821
,,2,,37.5693,126.9827
,,2,,37.5693,126.9843
,,3,,37.5694,126.9812
,,5,,37.5694,126.9827
,,2,,37.5694,126.9864
,,4,,37.5694,126.9870
,,2,,37.5695,126.9812
,,4,,37.5695,126.9845
,,2,,37.5697,126.9566
,,2,,37.5697,126.9820
,,2,,37.5698,126.9845
,,3,,37.5698,127.0197
,,2,,37.5699,126.9815
,,2,,37.5701,127.0002
,,2,,37.5701,127.0016
,,2,,37.5701,127.0078
,,5,,37.5701,127.0091
,,4,,37.5701,127.0105
,,2,,37.5701,127.0126
,,2,,37.5701,127.0155
,,2,,37.5701,127.0179
,,2,,37.5702,126.9118
,,2,,37.5704,127.0060
,,2,,37.5704,127.0085
,,2,,37.5706,126.9824
,,2,,37.5706,126.9834
,,2,,37.5706,126.9967
,,2,,37.5706,127.0007
,,2,,37.5706,127.0111
,,4,,37.5707,127.0073
,,2,,37.5707,127.0074
,,2,,37.5708,126.9725
,,4,,37.5709,127.0024
,,2,,37.5709,127.0110
,,3,,37.5710,126.9868
,,2,,37.5710,126.9875
,,2,,37.5712,126.9869
,,2,,37.5713,126.9726
,,2,,37.5713,126.9867
,,2,,37.5713,126.9869
,,2,,37.5713,126.9871
,,2,,37.5713,127.0008
,,3,,37.5713,127.0078
,,2,,37.5715,126.9872
,,4,,37.5715,127.0081
,,2,,37.5716,127.0050
,,3,,37.5717,126.9999
,,2,,37.5718,126.9872
,,6,,37.5719,126.9780
,,3,,37.5719,126.9952
,,2,,37.5719,127.0116
,,2,,37.5720,126.9867
,,3,,37.5720,126.9884
,,2,,37.5720,127.0048
,,2,,37.5722,126.9666
,,2,,37.5722,126.9867
,,2,,37.5722,127.0114
,,2,,37.5723,126.9855
,,3,,37.5723,126.9865
,,2,,37.5723,126.9868
,,2,,37.5723,126.9881
,,2,,37.5723,126.9976
,,2,,37.5724,126.9843
,,3,,37.5724,126.9867
,,2,,37.5724,127.0096
,,2,,37.5725,127.0099
,,2,,37.5725,127.0134
,,2,,37.5726,126.9664
,,2,,37.5726,126.9681
,,2,,37.5726,126.9813
,,2,,37.5727,126.9782
,,2,,37.5728,126.9856
,,2,,37.5728,127.0105
,,8,,37.5729,126.9660
,,3,,37.5729,126.9893
,,2,,37.5730,126.9677
,,3,,37.5730,126.9844
,,3,,37.5730,127.0170
,,4,,37.5731,126.9806
,,2,,37.5731,126.9819
,,3,,37.5731,126.9858
,,8,,37.5732,127.0166
,,2,,37.5733,126.9658
,,2,,37.5733,126.9858
,,2,,37.5733,127.0165
,,3,,37.5733,127.0179
,,2,,37.5733,127.0200
,,4,,37.5735,126.9886
,,3,,37.5736,126.9584
,,2,,37.5736,127.0139
,,4,,37.5737,126.9938
,,2,,37.5737,127.0182
,,2,,37.5738,127.0180
,,3,,37.5738,127.0194
,,2,,37.5739,127.0187
,,2,,37.5740,127.0170
,,3,,37.5742,127.0143
,,2,,37.5743,126.9252
,,2,,37.5744,126.9883
,,4,,37.5745,126.9868
,,2,,37.5746,126.9809
,,2,,37.5746,126.9866
,,2,,37.5746,126.9875
,,2,,37.5746,126.9997
,,3,,37.5746,127.0135
,,2,,37.5748,126.9860
,,2,,37.5748,126.9884
,,4,,37.5748,127.0019
,,3,,37.5748,127.0145
,,2,,37.5750,126.9793
,,2,,37.5750,126.9814
,,2,,37.5750,126.9860
,,2,,37.5750,126.9866
,,3,,37.5750,126.9937
,,4,,37.5750,127.0183
,,4,,37.5752,126.9865
,,2,,37.5752,126.9987
,,3,,37.5752,127.0033
,,2,,37.5752,127.0176
,,2,,37.5754,127.0013
,,2,,37.5754,127.0173
,,2,,37.5755,126.9214
,,2,,37.5755,126.9866
,,2,,37.5756,126.9954
,,2,,37.5757,126.9959
,,2,,37.5758,126.9935
,,2,,37.5758,126.9939
,,2,,37.5758,127.0011
,,2,,37.5760,127.0162
,,2,,37.5761,126.9874
,,2,,37.5762,127.0139
,,2,,37.5763,127.0198
,,2,,37.5764,127.0194
,,2,,37.5765,126.9103
,,2,,37.5765,126.9972
,,2,,37.5765,127.0061
,,2,,37.5766,126.9029
,,2,,37.5766,126.9876
,,2,,37.5767,126.9868
,,2,,37.5768,127.0158
,,2,,37.5769,126.9884
,,5,,37.5769,127.0160
,,2,,37.5770,126.9883
,,3,,37.5771,127.0021
,,3,,37.5771,127.0115
,,2,,37.5773,127.0077
,,2,,37.5775,127.0107
,,4,,37.5777,126.9640
,,5,,37.5778,126.9318
,,2,,37.5780,127.0081
,,3,,37.5783,126.9655
,,2,,37.5790,126.9670
,,3,,37.5790,126.9707
,,2,,37.5790,126.9978
,,2,,37.5791,126.9679
,,2,,37.5793,127.0035
,,2,,37.5794,127.0036
,,2,,37.5797,126.9671
,,4,,37.5798,126.9625
,,3,,37.5799,126.9040
,,2,,37.5800,126.9645
,,3,,37.5801,127.0033
,,3,,37.5803,127.0031
,,2,,37.5804,126.9636
,,2,,37.5804,127.0139
,,2,,37.5811,127.0024
,,5,,37.5812,126.9133
,,2,,37.5814,126.9860
,,6,,37.5818,126.9613
,,2,,37.5818,126.9979
,,2,,37.5820,126.9950
,,2,,37.5821,126.9791
,,2,,37.5823,126.8838
,,7,,37.5824,126.9672
,,2,,37.5826,126.9971
,,2,,37.5827,126.9838
,,3,,37.5828,126.9855
,,3,,37.5831,126.9948
,,2,,37.5833,126.9459
,,2,,37.5835,126.9639
,,4,,37.5835,126.9960
,,2,,37.5840,126.9962
,,4,,37.5840,127.0028
,,3,,37.5841,127.0021
,,3,,37.5842,126.9099
,,3,,37.5842,126.9960
,,2,,37.5844,126.9669
,,2,,37.5846,126.9797
,,3,,37.5846,126.9926
,,4,,37.5863,126.9665
,,2,,37.5873,126.9337
,,2,,37.5875,126.9785
,,3,,37.5876,126.9930
,,2,,37.5881,126.9944
,,2,,37.5892,126.9324
,,2,,37.5892,126.9947
,,2,,37.5892,126.9989
,,2,,37.5896,126.9931
,,2,,37.5916,126.9578
,,2,,37.5988,126.9565
,,2,,37.6094,126.9722
,,2,,37.6106,126.9747
